"Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Release_Date"
NA,0,105,384,38.4,800,48,26,"01-Jan-2008 "
540,0,75,512,12.8,400,16,9,"01-Apr-2007 "
540,0,47,256,22.4,700,16,9,"01-Apr-2007 "
540,0,NA,1024,12.8,400,16,9,"01-Jun-2007 "
540,0,NA,256,12.8,400,16,9,"01-Jun-2007 "
640,0,NA,256,27.2,850,16,10,"01-Jun-2007 "
540,0,46,512,22.4,700,16,9,"01-Apr-2007 "
460,0,30,1024,12.8,400,8,4,"01-May-2007 "
450,0,30,256,12.8,400,8,4,"01-Apr-2007 "
NA,0,47,256,12.8,400,8,4,"01-Apr-2007 "
520,0,40,1024,9.6,600,8,4,"17-Apr-2007 "
520,0,40,512,8,500,8,4,"17-Apr-2007 "
NA,0,NA,NA,NA,NA,8,4,"02-Jan-2008 "
520,0,25,512,6.4,400,8,4,"12-Jul-2010 "
NA,0,NA,NA,NA,800,8,4,"02-Jan-2008 "
450,0,18,256,6.4,400,8,4,"17-Apr-2007 "
450,0,40,512,12.8,800,8,4,"01-Jul-2007 "
NA,0,NA,32,2.9,183,NA,NA,"15-Mar-1999 "
NA,0,NA,NA,NA,800,8,4,"17-Apr-2007 "
567,0,25,512,6.4,400,8,5,"01-Dec-2007 "
NA,0,NA,32,1.2,150,NA,NA,"01-Oct-1999 "
NA,0,NA,32,2.4,150,NA,NA,"15-Mar-1999 "
NA,0,NA,32,2.7,166,NA,NA,"12-Oct-1999 "
NA,0,18,512,12.6,790,NA,NA,"01-Dec-2010 "
550,128,20,512,14,875,8,4,"01-Jun-2012 "
NA,0,NA,16,1.8,110,NA,NA,"23-Mar-1998 "
NA,0,23,256,11.2,700,NA,NA,"07-May-2009 "
NA,0,21,256,6.4,400,8,4,"04-Oct-2007 "
NA,NA,750,8192,640,1250,192,319,"01-Mar-2011 "
NA,0,18,128,4.4,275,4,1,"06-Jun-2006 "
NA,0,NA,64,NA,NA,NA,NA,"01-Apr-2004 "
830,NA,375,4096,320,1250,96,159,"08-Mar-2011 "
830,1024,375,4096,320,1250,192,159,"01-Mar-2011 "
NA,0,NA,NA,NA,125,NA,NA,"22-Mar-1999 "
900,512,250,2048,179.2,1400,96,86,"01-Dec-2010 "
880,512,250,2048,176,1375,96,84,"01-Dec-2011 "
880,512,250,2048,176,1375,96,84,"01-Dec-2010 "
880,512,250,2048,176,1375,96,84,"26-Sep-2011 "
940,512,250,2048,176,1375,96,90,"01-Dec-2010 "
880,512,250,2048,176,1375,96,84,"14-Dec-2010 "
880,512,250,2048,176,1375,96,84,"14-Dec-2010 "
880,NA,550,2048,352,1375,96,169,"15-Dec-2010 "
880,512,250,2048,176,1375,96,84,"14-Dec-2010 "
890,512,250,2048,176,1375,96,85,"01-Dec-2010 "
800,512,200,2048,160,1250,88,70,"14-Dec-2010 "
800,512,200,2048,160,1250,88,70,"01-Dec-2010 "
800,512,NA,2048,160,1250,88,70,"01-Oct-2010 "
800,512,NA,1024,160,1250,88,70,"01-Oct-2011 "
800,512,200,2048,160,1250,88,70,"01-Dec-2010 "
800,512,NA,2048,160,1250,88,70,"01-Oct-2010 "
800,512,200,1024,160,1250,88,70,"01-Dec-2010 "
NA,NA,400,4096,320,1250,88,141,"01-Oct-2010 "
840,512,NA,2048,163.8,1280,88,74,"01-Jun-2011 "
870,512,200,1024,160,1250,88,77,"20-Dec-2010 "
925,512,NA,1024,134.4,1050,56,52,"01-Nov-2011 "
NA,NA,NA,2048,268.8,1050,56,101,"01-Jul-2011 "
900,512,150,2048,134.4,1050,56,50,"01-Oct-2010 "
900,512,NA,1024,134.4,1050,56,50,"01-Oct-2010 "
930,512,NA,1024,134.4,1050,56,52,"01-Feb-2011 "
920,512,251,1024,134.4,1050,56,52,"01-Oct-2010 "
800,512,200,2048,160,1250,88,70,"15-Dec-2010 "
900,512,NA,1024,134.4,1050,56,50,"01-Mar-2011 "
900,512,NA,1024,134.4,1050,56,50,"01-Nov-2011 "
940,512,151,1024,147.2,1150,56,53,"01-Oct-2010 "
915,512,225,1024,134.4,1050,56,51,"01-Jan-2011 "
900,NA,302,2048,268.8,1050,56,101,"01-Oct-2010 "
915,512,251,1024,134.4,1050,56,51,"01-Oct-2010 "
775,512,NA,1024,128,1000,48,37,"01-Oct-2010 "
800,512,NA,1024,134.4,1050,48,38,"01-Oct-2010 "
800,512,NA,1024,134.4,1050,48,38,"01-Sep-2011 "
775,512,NA,1024,128,1000,48,37,"01-Oct-2010 "
900,512,151,1024,134.4,1050,56,50,"22-Oct-2010 "
820,512,NA,1024,140.8,1100,48,39,"01-Dec-2011 "
775,512,127,1024,128,1000,48,37,"01-Nov-2010 "
860,512,NA,1024,140.8,1100,48,41,"01-Oct-2010 "
800,512,NA,1024,128,1000,48,38,"01-Oct-2010 "
820,512,NA,1024,140.8,1100,48,39,"07-Mar-2011 "
820,512,NA,1024,134.4,1050,48,39,"01-Oct-2010 "
775,512,NA,1024,128,1000,48,37,"01-Mar-2011 "
820,512,NA,1024,134.4,1050,48,39,"22-Oct-2010 "
790,512,NA,1024,128,1000,48,38,"01-Oct-2010 "
NA,NA,NA,2048,256,1000,48,74,"01-Oct-2010 "
820,512,1,1024,140.8,1100,48,39,"19-Nov-2010 "
775,512,127,1024,128,1000,48,37,"22-Oct-2010 "
840,512,NA,1024,134.4,1050,40,34,"01-Apr-2011 "
840,512,NA,1024,134.4,1050,40,34,"01-Apr-2011 "
900,512,NA,1024,140.8,1100,40,36,"01-Apr-2011 "
850,256,NA,1024,76.8,1200,40,34,"01-Jan-2011 "
840,512,150,1024,134.4,1050,40,34,"04-Apr-2011 "
850,256,108,1024,76.8,1200,40,34,"21-Jan-2011 "
850,256,108,1024,76.8,1200,40,34,"18-Apr-2011 "
800,256,NA,1024,70.4,1100,40,32,"01-Oct-2010 "
850,256,108,1024,76.8,1200,40,34,"21-Jan-2011 "
NA,NA,206,2048,153.6,1200,40,68,"01-Jan-2011 "
850,256,108,1024,76.8,1200,40,34,"21-Jan-2011 "
850,256,108,1024,76.8,1200,40,34,"21-Jan-2011 "
700,256,86,2048,25.6,800,36,25,"21-Jan-2011 "
700,256,86,1024,73.6,1150,36,25,"01-Apr-2011 "
700,256,86,1024,25.6,800,36,25,"01-Dec-2011 "
700,256,86,1024,64,1000,36,25,"01-Apr-2011 "
700,256,86,2048,21.3,667,36,25,"01-Dec-2011 "
700,256,86,1024,73.6,1150,36,25,"21-Jan-2011 "
700,256,86,1024,73.6,1150,36,25,"01-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
820,256,66,1024,28.8,900,24,20,"19-Apr-2011 "
740,256,86,1024,76.8,1200,36,27,"01-Mar-2011 "
800,256,66,2048,21.3,667,24,19,"19-Apr-2011 "
800,256,66,1024,25.6,800,24,19,"19-Apr-2011 "
800,256,66,2048,19.2,600,24,19,"19-Apr-2011 "
800,256,66,2048,25.6,800,24,19,"19-Apr-2011 "
800,256,66,1024,25.6,800,24,19,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
800,256,66,1024,25.6,800,24,19,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
800,256,66,2048,25.6,800,24,19,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
650,256,44,1024,20.8,650,24,16,"15-Nov-2011 "
650,256,44,1024,21.3,667,24,16,"19-Apr-2011 "
650,256,44,2048,16,500,24,16,"19-Apr-2011 "
800,256,66,1024,64,1000,24,19,"19-Apr-2011 "
650,256,44,1024,28.8,900,24,16,"19-Sep-2011 "
810,256,66,1024,64,1000,24,19,"19-Apr-2011 "
650,256,44,1024,16,500,24,16,"19-Apr-2011 "
650,256,44,1024,25.6,800,24,16,"19-Apr-2011 "
650,256,44,1024,21.3,667,24,16,"19-Sep-2011 "
650,256,44,1024,28.8,900,24,16,"07-Feb-2011 "
650,256,44,4096,25.6,800,24,16,"19-Apr-2011 "
650,128,18,2048,9.3,580,8,5,"05-Apr-2012 "
625,128,25,1024,8.5,533,8,5,"07-Apr-2011 "
625,128,18,1024,12.8,800,8,5,"19-Apr-2011 "
625,128,18,2048,10.7,667,8,5,"19-Apr-2011 "
675,128,18,1024,12.8,800,8,5,"17-Apr-2011 "
625,128,18,2048,10.7,667,8,5,"19-Apr-2011 "
625,128,18,512,8.5,533,8,5,"07-Feb-2011 "
750,128,18,512,25.6,800,8,6,"07-Apr-2011 "
750,128,18,512,28.8,900,8,6,"07-Apr-2011 "
625,128,18,512,25.6,800,8,5,"07-Apr-2011 "
625,128,18,1024,9.6,600,8,5,"25-Aug-2011 "
650,128,19,512,12.8,800,8,5,"07-Feb-2011 "
NA,0,40,512,25.6,800,NA,NA,"09-Apr-2009 "
650,256,60,1024,64,1000,24,16,"19-Apr-2011 "
NA,0,171,1536,76.8,800,NA,NA,"03-May-2007 "
625,128,18,1024,10.7,667,8,5,"19-Apr-2011 "
650,128,19,1024,12.8,800,8,5,"04-Dec-2011 "
NA,0,96,1024,36.8,575,NA,NA,"20-Apr-2006 "
NA,0,109,512,36.8,575,NA,NA,"28-Jul-2005 "
NA,0,28,512,12.8,800,NA,NA,"30-Dec-2009 "
NA,0,108,1024,51.2,800,NA,NA,"30-Mar-2009 "
NA,0,34,256,22.4,700,NA,NA,"31-Mar-2009 "
NA,0,78,512,51.2,800,NA,NA,"08-Jan-2008 "
NA,0,30,128,19.2,600,NA,NA,"20-Apr-2006 "
NA,0,80,256,42.2,660,NA,NA,"20-Apr-2006 "
NA,0,134,768,67.2,700,NA,NA,"05-Mar-2007 "
NA,0,101,256,28.8,450,NA,NA,"28-Jun-2004 "
NA,0,83,256,64,1000,NA,NA,"01-Jul-2005 "
NA,0,42,512,12.8,400,NA,NA,"12-Sep-2007 "
NA,0,38,256,12.8,400,NA,NA,"12-Jan-2007 "
NA,0,70,128,9.6,300,NA,NA,"09-Aug-2004 "
NA,0,59,768,38.4,800,NA,NA,"19-Nov-2011 "
625,128,18,1024,10.7,667,8,5,"19-Apr-2011 "
NA,0,NA,256,13.6,425,NA,NA,"22-Jul-2003 "
NA,0,55,128,8.8,275,NA,NA,"28-Jun-2004 "
NA,0,NA,128,9.6,300,NA,NA,"21-Jan-2003 "
NA,0,NA,128,5.2,325,NA,NA,"03-Dec-2003 "
NA,NA,294,4096,256,1000,80,116,"18-Nov-2009 "
900,512,188,1024,153.6,1200,80,72,"23-Feb-2010 "
NA,0,294,NA,256,1000,160,116,"18-Nov-2009 "
NA,0,NA,128,12.8,400,NA,NA,"01-Jan-2003 "
NA,NA,588,4096,512,1000,160,232,"01-Nov-2009 "
NA,NA,350,2048,307.2,1200,80,136,"18-Sep-2009 "
NA,0,65,256,40,625,NA,NA,"20-Apr-2006 "
850,512,300,1024,153.6,1200,80,68,"12-May-2010 "
850,512,195,2048,153.6,1200,80,68,"01-Sep-2009 "
765,512,151,1024,144,1125,72,55,"13-Apr-2010 "
760,512,151,1024,134.4,1050,72,55,"01-Jan-2010 "
735,512,NA,1024,134.4,1050,72,53,"30-Sep-2009 "
NA,0,150,1536,76.8,800,NA,NA,"08-Nov-2011 "
725,512,151,1024,128,1000,72,52,"30-Sep-2009 "
850,512,188,1024,153.6,1200,80,68,"23-Sep-2009 "
NA,0,175,1024,128,1000,56,45,"01-Feb-2010 "
860,256,108,1024,76.8,1200,40,34,"13-Oct-2009 "
NA,NA,300,2048,256,1000,72,122,"18-Sep-2009 "
765,512,151,1024,128,1000,72,55,"01-Apr-2010 "
NA,NA,206,2048,153.6,1200,40,68,"01-Oct-2009 "
725,512,185,2048,128,1000,72,52,"30-Sep-2009 "
850,256,108,1024,76.8,1200,40,34,"13-Oct-2009 "
765,512,151,1024,144,1125,72,55,"30-Sep-2009 "
725,512,151,1024,128,1000,72,52,"30-Sep-2009 "
850,256,NA,1024,76.8,1200,40,34,"01-Nov-2009 "
850,256,150,1024,76.8,1200,40,34,"01-Nov-2009 "
875,256,NA,1024,76.8,1200,40,35,"16-Dec-2009 "
850,256,108,512,76.8,1200,40,34,"01-Oct-2009 "
725,512,NA,1024,128,1000,72,52,"01-Sep-2010 "
NA,NA,NA,1024,153.6,1200,40,68,"01-Nov-2009 "
775,256,NA,1024,64,1000,20,16,"01-Dec-2009 "
NA,0,86,512,73.6,1150,36,25,"01-Oct-2009 "
800,256,NA,1024,60.8,950,20,16,"01-Jan-2010 "
NA,0,86,1024,73.6,1150,36,25,"01-Oct-2009 "
850,256,108,1024,76.8,1200,40,34,"01-Oct-2009 "
950,256,NA,1024,64,1000,20,19,"01-Jan-2010 "
NA,0,64,1024,25.6,800,20,16,"01-Jan-2010 "
NA,0,NA,1024,25.6,800,20,13,"01-Feb-2010 "
775,256,64,1024,64,1000,20,16,"14-Jan-2010 "
775,256,64,1024,64,1000,20,16,"14-Jan-2010 "
NA,0,64,1024,25.6,800,20,16,"14-Jan-2010 "
NA,0,39,512,28.8,900,20,13,"09-Feb-2010 "
NA,0,NA,2048,25.6,800,20,13,"01-Jul-2010 "
NA,0,61,512,64,1000,20,16,"14-Jan-2010 "
775,256,NA,1024,64,1000,20,16,"01-Feb-2010 "
NA,0,42,1024,28.8,900,20,13,"09-Feb-2010 "
NA,128,NA,1024,10.7,667,8,5,"01-Aug-2012 "
NA,128,NA,1024,7.2,450,8,5,"01-Mar-2010 "
NA,128,19,256,6.4,400,8,5,"04-Feb-2010 "
NA,0,39,1024,64,1000,16,9,"09-Feb-2010 "
NA,0,39,512,64,1000,16,9,"09-Feb-2010 "
925,768,300,3072,264,1375,128,118,"01-Feb-2012 "
NA,128,NA,512,12.8,800,8,6,"01-Aug-2012 "
955,768,NA,3072,264,1375,128,122,"01-Feb-2012 "
NA,128,40,2048,6.4,400,8,5,"04-Feb-2010 "
1050,768,250,3072,273.6,1425,128,134,"09-Jan-2012 "
NA,128,20,512,6.4,400,8,5,"04-Feb-2010 "
950,768,230,3072,273.6,1425,128,122,"01-Mar-2012 "
1100,768,NA,3072,273.6,1425,128,141,"01-Apr-2012 "
1050,768,250,3072,273.6,1425,128,134,"01-Jan-2012 "
1080,768,NA,3072,264,1375,128,138,"01-Jun-2012 "
1010,768,NA,3072,264,1375,128,129,"01-Feb-2012 "
1100,768,265,6144,288,1500,128,147,"01-Aug-2012 "
925,768,NA,3072,264,1375,128,118,"01-May-2012 "
1000,768,NA,3072,288,1500,128,141,"01-Aug-2012 "
1050,768,NA,3072,288,1500,128,141,"01-Sep-2012 "
1050,768,NA,6144,288,1500,128,141,"01-Aug-2012 "
1000,768,230,3072,264,1375,128,128,"12-Jan-2012 "
1050,768,NA,3072,288,1500,128,141,"01-Oct-2012 "
1000,768,NA,3072,288,1500,128,134,"01-Aug-2012 "
1070,768,300,3072,288,1500,128,147,"05-Mar-2013 "
1000,768,250,3072,288,1500,128,134,"22-Jun-2012 "
1070,768,230,3072,268.8,1400,128,137,"01-Feb-2012 "
1000,768,300,3072,268.8,1400,128,128,"01-Feb-2012 "
925,768,NA,3072,264,1375,128,118,"01-Feb-2012 "
1050,768,250,3072,288,1500,128,141,"01-Sep-2012 "
925,768,300,3072,264,1375,128,118,"01-Feb-2012 "
925,768,250,3072,264,1375,128,118,"29-Dec-2011 "
1050,NA,500,6144,633.6,1650,128,282,"01-Jan-2013 "
1050,768,300,3072,316.8,1650,128,141,"01-Oct-2012 "
925,NA,460,6144,528,1375,128,237,"01-Jan-2012 "
900,768,NA,3072,240,1250,112,101,"03-Jan-2012 "
900,768,NA,3072,240,1250,112,101,"01-Aug-2012 "
900,768,NA,3072,240,1250,112,112,"01-Oct-2012 "
950,768,NA,3072,240,1250,112,106,"03-May-2012 "
880,768,NA,3072,240,1250,112,104,"01-Aug-2012 "
880,768,NA,3072,240,1250,112,99,"01-Jan-2012 "
860,768,200,3072,240,1250,112,96,"15-Feb-2012 "
850,768,NA,3072,240,1250,112,104,"01-Aug-2012 "
880,768,NA,3072,240,1250,112,99,"01-Feb-2012 "
NA,NA,NA,6144,480,1250,112,215,"10-Oct-2012 "
830,768,NA,3072,240,1250,112,94,"10-Oct-2012 "
880,768,200,3072,240,1250,112,108,"10-Oct-2012 "
925,768,200,3072,264,1375,112,104,"05-Apr-2012 "
800,768,NA,3072,240,1250,112,90,"01-Aug-2012 "
900,768,160,3072,240,1250,112,101,"01-Aug-2012 "
800,768,NA,3072,240,1250,112,90,"01-Jan-2012 "
860,NA,NA,6144,480,1250,112,193,"01-Jun-2012 "
860,768,NA,3072,240,1250,112,96,"01-Jun-2012 "
900,768,NA,3072,264,1375,112,101,"01-Jan-2012 "
900,768,225,3072,240,1250,112,101,"02-Feb-2012 "
800,NA,360,6144,480,1250,112,179,"01-Jan-2012 "
850,768,200,3072,240,1250,112,95,"01-Nov-2012 "
850,NA,NA,6144,480,1250,112,207,"01-Aug-2012 "
800,NA,540,9216,720,1250,112,269,"01-Jan-2012 "
850,768,200,3072,240,1250,112,104,"22-Jul-2012 "
900,768,225,3072,240,1250,112,101,"31-Jan-2012 "
925,512,NA,2048,192,1500,96,89,"01-Oct-2012 "
925,512,185,2048,192,1500,96,94,"22-Nov-2012 "
800,768,200,3072,240,1250,112,90,"31-Jan-2012 "
925,NA,350,4096,384,1500,96,178,"01-Nov-2012 "
925,512,185,2048,192,1500,96,89,"01-Nov-2012 "
1000,512,NA,2048,153.6,1200,80,80,"01-Mar-2012 "
1050,NA,NA,4096,320,1250,80,168,"25-Jun-2012 "
1050,512,NA,2048,153.6,1200,80,84,"01-Feb-2012 "
1100,512,175,2048,156.8,1225,80,88,"05-Mar-2012 "
1000,512,175,2048,153.6,1200,80,80,"05-Mar-2012 "
1050,512,NA,2048,160,1250,80,84,"25-Jun-2012 "
1150,512,NA,2048,160,1250,80,92,"01-Sep-2012 "
1100,512,NA,2048,160,1250,80,88,"01-May-2012 "
1050,512,NA,2048,153.6,1200,80,84,"01-Feb-2012 "
1100,512,NA,2048,160,1250,80,88,"01-Apr-2012 "
1030,512,NA,2048,153.6,1200,80,82,"01-Jun-2012 "
1100,512,NA,2048,153.6,1200,80,88,"01-Feb-2012 "
1100,512,NA,2048,153.6,1200,80,88,"01-Apr-2012 "
1100,512,175,2048,153.6,1200,80,88,"01-May-2012 "
1000,512,NA,2048,153.6,1200,80,80,"01-Apr-2012 "
1010,512,NA,2048,154.9,1210,80,81,"01-Jun-2012 "
1000,512,NA,2048,153.6,1200,80,80,"01-Aug-2012 "
1100,512,175,2048,153.6,1200,80,88,"01-May-2012 "
1000,NA,350,4096,307.2,1200,80,160,"01-Mar-2012 "
1050,512,NA,2048,160,1250,80,84,"01-Aug-2012 "
1000,512,175,2048,153.6,1200,80,80,"05-Mar-2012 "
1000,512,175,2048,153.6,1200,80,80,"05-Mar-2012 "
1000,512,175,2048,153.6,1200,80,80,"05-Mar-2012 "
860,512,NA,1024,160,1250,64,55,"01-Mar-2012 "
975,512,NA,2048,160,1250,64,62,"01-Jun-2012 "
975,512,NA,1024,153.6,1200,64,62,"01-Jun-2012 "
860,512,NA,2048,160,1250,64,55,"01-Mar-2012 "
1000,512,175,2048,153.6,1200,80,80,"01-Mar-2012 "
1000,512,NA,1024,156.8,1225,64,64,"01-Jun-2012 "
900,512,NA,2048,153.6,1200,64,58,"01-Feb-2012 "
860,512,130,2048,153.6,1200,64,55,"12-May-2012 "
920,512,130,2048,160,1250,64,59,"14-Mar-2012 "
1000,512,NA,2048,153.6,1200,64,64,"01-Dec-2012 "
950,512,NA,2048,153.6,1200,64,61,"01-May-2012 "
900,512,NA,1024,153.6,1200,64,58,"01-Feb-2012 "
1000,512,NA,2048,156.8,1225,64,64,"01-May-2012 "
1000,512,NA,2048,160,1250,64,64,"01-Mar-2012 "
975,512,130,2048,153.6,1200,64,62,"01-Feb-2012 "
900,512,NA,2048,153.6,1200,64,58,"01-Feb-2012 "
900,512,NA,1024,153.6,1200,64,58,"01-Feb-2012 "
860,512,130,2048,153.6,1200,64,55,"06-Mar-2012 "
860,512,130,2048,153.6,1200,64,55,"01-Feb-2012 "
975,512,NA,2048,160,1250,64,62,"01-Jun-2012 "
1000,512,150,2048,153.6,1200,64,64,"01-Sep-2012 "
860,NA,260,4096,307.2,1200,64,110,"01-Mar-2012 "
870,512,NA,2048,154.9,1210,64,56,"01-Jun-2012 "
860,512,130,1024,153.6,1200,64,55,"01-Feb-2012 "
910,512,130,2048,153.6,1200,64,58,"01-Feb-2012 "
860,512,NA,2048,153.6,1200,64,55,"01-May-2012 "
860,512,NA,2048,153.6,1200,64,55,"01-Aug-2012 "
860,512,NA,1024,160,1250,64,55,"01-Aug-2012 "
860,512,130,2048,153.6,1200,64,55,"19-Mar-2012 "
NA,512,NA,1024,102.4,1600,56,58,"01-Mar-2013 "
NA,512,NA,2048,102.4,1600,56,60,"01-Mar-2013 "
NA,512,NA,1024,96,1500,56,59,"22-Mar-2013 "
NA,512,NA,2048,102.4,1600,56,60,"01-Mar-2013 "
NA,512,NA,2048,96,1500,56,60,"22-Mar-2013 "
NA,512,NA,2048,102.4,1600,56,59,"01-Mar-2013 "
NA,512,NA,1024,96,1500,56,60,"01-Mar-2013 "
NA,512,NA,1024,102.4,1600,56,60,"01-Mar-2013 "
NA,512,NA,2048,102.4,1600,56,60,"22-Mar-2013 "
NA,512,NA,1024,96,1500,56,60,"22-Mar-2013 "
NA,512,NA,1024,102.4,1600,56,60,"22-Mar-2013 "
1000,512,80,1024,72,1125,40,40,"31-Mar-2012 "
1095,512,NA,1024,79.7,1245,40,44,"01-May-2012 "
NA,512,85,1024,96,1500,56,56,"22-Mar-2013 "
1000,512,NA,1024,72,1125,40,40,"01-Feb-2012 "
1000,NA,170,2048,192,1500,56,112,"22-Mar-2013 "
1150,512,80,1024,80,1250,40,46,"16-Feb-2012 "
NA,512,NA,2048,102.4,1600,56,58,"01-Mar-2013 "
1150,512,NA,1024,80,1250,40,46,"01-Jun-2012 "
1100,512,NA,1024,83.2,1300,40,44,"01-Aug-2012 "
1000,512,80,1024,72,1125,40,40,"01-Feb-2012 "
1100,512,NA,1024,72,1125,40,44,"01-Feb-2012 "
1000,512,NA,1024,72,1125,40,40,"01-Aug-2012 "
1000,512,NA,1024,72,1125,40,40,"01-Feb-2012 "
1000,512,150,1024,72,1125,40,40,"01-Feb-2012 "
1150,512,NA,1024,72,1125,40,46,"01-Mar-2012 "
1000,512,NA,1024,72,1125,40,40,"01-Apr-2012 "
1020,512,NA,1024,73.6,1150,40,41,"02-Jan-2012 "
1050,512,NA,1024,72,1125,40,42,"01-Dec-2012 "
1100,512,NA,1024,80,1250,40,44,"01-Jun-2012 "
1120,512,NA,1024,73.6,1150,40,45,"01-Jun-2012 "
1020,512,150,1024,73.6,1150,40,41,"01-Jun-2012 "
1000,512,NA,1024,72,1125,40,40,"01-Feb-2012 "
1120,512,NA,1024,83.2,1300,40,45,"01-Feb-2012 "
1020,512,150,2048,73.6,1150,40,41,"01-Jun-2012 "
1000,512,80,2048,72,1125,40,40,"15-Feb-2012 "
800,512,NA,1024,72,1125,32,26,"01-Feb-2012 "
1000,NA,160,2048,144,1125,40,80,"01-Feb-2012 "
800,512,NA,1024,72,1125,32,26,"01-Feb-2012 "
800,512,NA,2048,25.6,800,32,26,"01-Aug-2012 "
800,512,NA,1024,72,1125,32,26,"01-Aug-2012 "
800,512,55,1024,72,1125,32,26,"01-Feb-2012 "
1000,512,80,1024,72,1125,40,40,"15-Feb-2012 "
800,512,55,1024,72,1125,32,26,"01-Aug-2012 "
800,512,NA,1024,25.6,800,32,26,"01-Oct-2012 "
800,512,NA,1024,72,1125,32,26,"01-May-2012 "
800,512,NA,4096,25.6,800,32,26,"12-Dec-2012 "
830,512,NA,1024,72,1125,32,27,"01-Feb-2012 "
800,512,NA,2048,25.6,800,32,26,"01-Aug-2012 "
900,512,NA,1024,72,1125,32,29,"01-May-2012 "
800,512,55,1024,72,1125,32,26,"15-Feb-2012 "
830,512,NA,1024,72,1125,32,27,"01-Aug-2012 "
880,512,NA,1024,72,1125,32,28,"01-Feb-2012 "
850,512,NA,2048,25.6,800,32,27,"01-Oct-2012 "
800,512,61,1024,72,1125,32,26,"01-Aug-2012 "
800,NA,110,2048,144,1125,32,51,"01-Feb-2012 "
800,512,55,1024,72,1125,32,26,"15-Feb-2012 "
900,512,NA,1024,72,1125,32,29,"01-Jun-2012 "
800,512,47,1024,28.8,900,24,19,"10-May-2013 "
820,512,NA,1024,73.6,1150,32,26,"01-Feb-2012 "
800,512,47,4096,20.8,650,24,19,"11-Jul-2013 "
800,512,47,2048,28.8,900,24,19,"10-May-2013 "
800,512,47,2048,25.6,800,24,19,"24-Jul-2013 "
840,512,150,1024,134.4,1050,40,34,"31-Mar-2013 "
800,512,47,2048,28.8,900,24,19,"01-May-2013 "
NA,0,33,1024,28.8,900,24,14,"01-Jan-2012 "
NA,0,45,1024,64,1000,24,14,"01-Jan-2012 "
900,512,75,1024,73.6,1150,32,29,"01-Feb-2012 "
800,512,47,1024,72,1125,24,19,"01-May-2013 "
800,256,66,2048,25.6,800,24,19,"05-Jan-2012 "
650,256,60,1024,51.2,800,24,16,"05-Jan-2012 "
800,256,66,1024,64,1000,24,19,"05-Jan-2012 "
650,256,60,1024,25.6,800,24,16,"05-Jan-2012 "
650,256,44,1024,28.8,900,24,16,"05-Jan-2012 "
750,128,18,512,28.8,900,8,6,"05-Jan-2012 "
NA,0,18,1024,12.8,800,20,16,"01-Jan-2012 "
650,128,19,512,12.8,800,8,5,"05-Jan-2012 "
NA,0,25,NA,12.8,800,8,5,"01-Jan-2012 "
625,128,18,512,8.5,533,8,5,"05-Jan-2012 "
900,512,150,2048,179.2,1400,80,74,"08-Jan-2013 "
1000,512,175,2048,153.6,1200,80,80,"08-Jan-2013 "
NA,512,85,1024,96,1500,56,56,"02-Sep-2013 "
925,768,250,3072,264,1375,128,118,"08-Jan-2013 "
NA,768,200,3072,240,1250,112,104,"08-Jan-2013 "
800,512,55,2048,72,1125,32,26,"05-Sep-2013 "
1000,512,80,2048,72,1125,40,40,"08-Jan-2013 "
1000,512,75,2048,73.6,1150,24,25,"08-Jan-2013 "
625,128,18,512,8.5,533,8,5,"08-Jan-2013 "
750,128,18,512,28.8,900,8,6,"08-Jan-2013 "
650,128,25,512,12.8,800,8,5,"08-Jan-2013 "
730,512,30,2048,28.8,900,20,16,"08-Jan-2013 "
NA,0,NA,256,11.2,350,NA,NA,"02-Jan-2005 "
NA,0,124,256,35.2,550,NA,NA,"01-Mar-2005 "
NA,0,74,256,15.2,475,4,2,"23-Oct-2003 "
NA,0,NA,128,5.1,320,NA,NA,"20-Jan-2003 "
NA,0,NA,32,2.7,166,NA,NA,"31-Aug-1999 "
NA,0,35,128,11.2,350,4,2,"01-Dec-2003 "
NA,0,39,128,11.2,350,NA,NA,"01-Apr-2004 "
874,128,29,1024,13.2,825,8,7,"27-Mar-2014 "
NA,0,NA,128,4.4,275,8,2,"20-Jan-2003 "
607,NA,365,3072,327.9,854,64,78,"01-Mar-2011 "
576,NA,289,1792,225.8,1008,80,92,"15-Jun-2009 "
701,NA,500,3072,354.8,924,60,84,"01-Mar-2010 "
NA,0,NA,128,4,250,NA,NA,"01-Oct-2001 "
NA,0,75,256,16.3,510,56,28,"01-Feb-2010 "
600,NA,289,1792,235.9,1053,80,96,"15-Jun-2009 "
NA,0,69,1024,54.4,850,32,18,"01-Feb-2010 "
915,NA,600,8192,769,1502,256,522,"03-May-2012 "
NA,0,31,512,6.4,400,8,5,"01-Nov-2009 "
NA,0,33,512,12.6,790,16,8,"01-Feb-2010 "
