"Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Release_Date"
300,512,5,NA,29.9,933,16,14,"01-Sep-2015 "
300,512,5,NA,25.6,800,4,3,"05-Sep-2014 "
300,512,5,NA,25.6,800,4,4,"05-Jan-2015 "
NA,0,35,NA,17.1,533,NA,NA,"30-Mar-2010 "
300,512,5,NA,25.6,800,4,3,"05-Jan-2015 "
300,512,15,NA,34.1,1067,16,16,"01-Sep-2015 "
350,1024,35,NA,34.1,1067,16,14,"01-Sep-2015 "
300,512,5,NA,25.6,800,4,4,"05-Jan-2015 "
NA,0,17,NA,21.3,667,NA,NA,"30-May-2011 "
NA,0,35,NA,21.3,667,NA,NA,"01-Jan-2012 "
NA,0,35,NA,21.3,667,NA,NA,"30-Mar-2011 "
NA,0,NA,1720,21.3,667,NA,NA,"01-Jun-2011 "
100,512,5,NA,25.6,800,4,3,"05-Sep-2014 "
100,512,5,NA,25.6,800,4,3,"05-Sep-2014 "
NA,0,NA,NA,8.5,533,NA,NA,"07-Jan-2010 "
350,1024,45,NA,34.1,1067,16,17,"01-Sep-2015 "
350,1024,45,NA,34.1,1067,16,17,"01-Sep-2015 "
300,512,5,NA,25.6,800,4,3,"05-Jan-2015 "
350,1024,45,NA,34.1,1067,16,17,"01-Sep-2015 "
300,512,15,NA,34.1,1067,16,17,"01-Sep-2015 "
300,512,47,NA,29.9,933,4,4,"02-Jun-2015 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Mar-2005 "
350,1024,45,NA,34.1,1067,16,17,"01-Sep-2015 "
350,512,5,NA,21.3,667,1,1,"05-Sep-2014 "
NA,0,45,NA,25.6,800,1,1,"01-Oct-2012 "
300,512,15,NA,34.1,1067,16,17,"01-Sep-2015 "
NA,0,7,NA,NA,NA,NA,NA,"01-Mar-2005 "
NA,0,4,NA,25.6,800,4,4,"01-Jun-2013 "
320,2048,6,NA,25.6,800,4,3,"01-Apr-2015 "
311,1024,10,NA,21.3,667,2,2,"11-Sep-2013 "
NA,0,35,NA,8.5,533,NA,NA,"10-Jan-2010 "
NA,1024,15,NA,NA,1067,24,7,"30-Mar-2017 "
300,1024,15,NA,34.1,1067,24,25,"01-Aug-2016 "
300,512,15,NA,29.9,933,8,8,"05-Jan-2015 "
300,512,37,NA,29.9,933,4,4,"02-Jun-2015 "
300,1024,15,NA,34.1,1067,24,25,"01-Aug-2016 "
350,1024,45,NA,34.1,1067,16,17,"01-Sep-2015 "
300,512,5,NA,25.6,800,4,4,"05-Sep-2014 "
300,512,5,NA,29.9,933,16,16,"01-Sep-2015 "
200,1024,15,NA,25.6,800,8,9,"27-May-2013 "
300,512,15,NA,34.1,1067,16,15,"01-Sep-2015 "
200,512,15,NA,25.6,800,4,4,"05-Jun-2013 "
100,512,15,NA,29.9,933,4,4,"05-Jan-2015 "
200,512,47,NA,25.6,800,4,5,"27-May-2013 "
300,512,15,NA,34.1,1067,16,17,"01-Sep-2015 "
650,1024,55,NA,25.6,800,4,5,"08-Mar-2012 "
NA,0,NA,NA,NA,NA,1,1,"01-Feb-2011 "
NA,0,NA,NA,25.6,800,NA,NA,"01-Apr-2012 "
NA,0,20,NA,25.6,800,4,3,"01-Jul-2013 "
NA,0,35,NA,17.1,533,NA,NA,"26-Sep-2010 "
300,512,47,NA,25.6,800,4,4,"02-Jun-2015 "
NA,0,35,NA,17.1,533,NA,NA,"26-Sep-2010 "
300,512,15,NA,25.6,800,4,4,"05-Jan-2015 "
300,512,15,NA,29.9,933,8,8,"05-Jan-2015 "
300,512,15,NA,29.9,933,8,8,"05-Jan-2015 "
NA,0,NA,NA,12.8,800,NA,NA,"29-Apr-2012 "
300,512,15,NA,25.6,800,4,4,"05-Jan-2015 "
650,1024,45,NA,12.8,800,4,5,"29-Apr-2012 "
NA,0,NA,NA,12.8,800,NA,NA,"01-Feb-2011 "
300,512,28,NA,29.9,933,8,9,"05-Jan-2015 "
NA,0,NA,NA,12.8,800,NA,NA,"29-Apr-2012 "
NA,0,45,NA,25.6,800,NA,NA,"01-Sep-2012 "
NA,0,NA,NA,12.8,800,NA,NA,"09-Jan-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"29-Apr-2012 "
NA,0,NA,NA,12.8,800,NA,NA,"09-Jan-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"12-Nov-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"09-Jan-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"09-Jan-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"09-Jan-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"29-Apr-2012 "
NA,0,NA,NA,12.8,800,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"20-Feb-2011 "
NA,0,35,NA,NA,NA,NA,NA,"01-Oct-2010 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Oct-2008 "
NA,0,NA,NA,8.5,533,NA,NA,"01-Nov-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"09-May-2007 "
300,512,15,NA,34.1,1067,8,8,"01-Sep-2015 "
NA,0,50,NA,NA,NA,NA,NA,"01-Oct-2010 "
NA,0,NA,NA,17.1,533,NA,NA,"20-Jun-2010 "
NA,0,13,NA,8.5,533,NA,NA,"01-Oct-2011 "
200,512,28,NA,25.6,800,8,10,"29-Apr-2013 "
NA,0,NA,NA,10.7,667,NA,NA,"20-Feb-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Oct-2008 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Aug-2008 "
NA,0,110,1024,108.8,1700,NA,NA,"01-Sep-2008 "
NA,0,65,1024,89.6,700,40,22,"09-Jan-2009 "
NA,0,130,2048,179.2,700,40,22,"09-Jan-2009 "
NA,0,NA,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,45,1024,NA,NA,NA,NA,"07-Jan-2010 "
NA,0,16,512,16,500,NA,NA,"24-May-2006 "
NA,0,20,512,22.4,700,NA,NA,"09-Jun-2007 "
NA,0,12,256,11.2,700,NA,NA,"15-Aug-2008 "
NA,0,25,NA,21.3,667,24,15,"23-May-2013 "
NA,0,35,NA,25.6,800,24,16,"15-May-2012 "
NA,0,10,256,11.2,700,NA,NA,"15-Aug-2008 "
NA,0,35,NA,29.9,933,24,17,"23-May-2013 "
660,256,35,2048,28.8,900,NA,NA,"01-Jun-2012 "
NA,0,NA,64,1.1,275,NA,NA,"01-Mar-2002 "
NA,0,35,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,27,64,1.6,200,NA,NA,"01-Dec-2001 "
NA,0,75,1024,51.2,800,NA,NA,"01-Jul-2008 "
NA,NA,150,2048,102.4,800,NA,NA,"01-Jul-2008 "
NA,NA,130,1024,102.4,800,NA,NA,"01-Jul-2008 "
NA,NA,150,2048,102.4,800,NA,NA,"01-Jul-2008 "
NA,0,75,1024,51.2,800,NA,NA,"01-Jul-2008 "
NA,0,60,512,51.2,800,NA,NA,"02-Jan-2008 "
NA,0,45,512,25.6,800,NA,NA,"01-Jul-2008 "
NA,0,65,512,51.2,800,NA,NA,"01-Jul-2008 "
NA,0,29,512,25.6,800,NA,NA,"02-Jan-2008 "
NA,0,60,512,51.2,800,NA,NA,"01-Jul-2008 "
NA,0,23,1024,25.6,800,NA,NA,"02-Jan-2008 "
NA,0,23,1024,25.6,800,NA,NA,"19-Aug-2008 "
NA,0,20,512,22.4,700,NA,NA,"01-Feb-2008 "
NA,0,20,1024,25.6,800,NA,NA,"03-Jun-2008 "
NA,0,20,1024,25.6,800,NA,NA,"03-Jun-2008 "
NA,0,13,256,11.2,700,NA,NA,"02-Jan-2008 "
NA,0,13,256,9.6,600,NA,NA,"02-Jan-2008 "
NA,0,NA,64,NA,NA,NA,NA,"02-Jan-2008 "
NA,0,12,256,NA,NA,NA,NA,"01-Oct-2008 "
NA,0,NA,NA,NA,NA,NA,NA,"02-Jan-2008 "
NA,0,12,NA,NA,NA,NA,NA,"03-Jun-2008 "
NA,0,13,256,11.2,700,NA,NA,"03-Jun-2008 "
NA,0,NA,64,NA,250,NA,NA,"06-Feb-2002 "
NA,0,12,NA,NA,NA,NA,NA,"01-Oct-2008 "
NA,0,NA,64,NA,220,NA,NA,"26-Feb-2002 "
NA,0,35,1024,25.3,790,NA,NA,"07-Jan-2010 "
NA,0,NA,32,NA,200,NA,NA,"06-Feb-2002 "
NA,0,35,512,25.6,800,NA,NA,"14-Aug-2008 "
NA,0,NA,128,3.2,200,NA,NA,"14-Nov-2002 "
NA,0,75,1024,51.2,800,NA,NA,"14-Aug-2008 "
NA,0,45,512,22.4,700,NA,NA,"01-Jun-2007 "
NA,0,25,512,12.8,800,NA,NA,"07-Jan-2010 "
NA,0,100,NA,64,1000,NA,NA,"22-Dec-2009 "
NA,0,17,256,9.6,600,NA,NA,"09-May-2007 "
NA,0,70,1024,51.2,800,NA,NA,"23-Feb-2008 "
NA,0,75,1024,64,1000,NA,NA,"01-Dec-2009 "
NA,0,15,256,5.6,350,NA,NA,"31-Mar-2006 "
NA,0,45,512,44.8,700,NA,NA,"01-Mar-2007 "
NA,0,45,1024,38.4,600,NA,NA,"29-Sep-2005 "
NA,0,45,1024,70.4,1100,NA,NA,"01-Feb-2010 "
NA,0,50,512,25.6,800,NA,NA,"01-Oct-2008 "
980,128,30,1024,20.8,650,16,16,"23-Jul-2013 "
NA,0,45,512,32,500,NA,NA,"18-Apr-2006 "
NA,0,65,512,51.2,800,NA,NA,"14-Aug-2008 "
NA,0,NA,NA,NA,NA,NA,NA,"05-Oct-2002 "
NA,0,NA,NA,NA,NA,NA,NA,"05-Oct-2002 "
771,512,100,8192,115.5,902,128,99,"23-Jul-2013 "
601,512,100,4096,89.6,700,80,48,"01-Jun-2012 "
850,256,NA,1024,14.4,900,NA,NA,"01-Jun-2012 "
601,512,100,4096,96,750,112,67,"01-Aug-2012 "
654,512,75,2048,89.6,700,NA,NA,"01-Jun-2012 "
745,256,55,2048,28.8,900,NA,NA,"01-Jun-2012 "
NA,0,100,4096,166.4,1300,NA,NA,"22-Feb-2011 "
706,256,45,2048,44.8,700,32,23,"23-Jul-2013 "
706,512,75,4096,102.4,800,64,45,"23-Jul-2013 "
850,256,45,2048,28.8,900,16,14,"01-Jun-2012 "
NA,0,100,2048,153.6,1200,NA,NA,"22-Feb-2011 "
NA,0,75,2048,80,625,NA,NA,"22-Feb-2011 "
550,256,55,2048,28.8,900,32,18,"13-Jan-2011 "
NA,0,50,512,25.6,800,NA,NA,"01-Jun-2007 "
NA,0,100,2048,153.6,1200,NA,NA,"27-Oct-2010 "
625,256,NA,1024,14.4,900,NA,NA,"01-Jun-2012 "
NA,0,45,2048,28.8,900,NA,NA,"22-Feb-2011 "
NA,0,35,1024,25.6,800,NA,NA,"07-Jan-2010 "
810,128,NA,1024,12.8,800,NA,NA,"22-Feb-2011 "
NA,0,14,512,12.8,800,NA,NA,"07-Jan-2010 "
NA,0,10,256,11.2,700,NA,NA,"05-Sep-2007 "
NA,0,10,128,11.2,700,NA,NA,"05-Sep-2007 "
NA,0,14,512,12.8,800,NA,NA,"07-Jan-2010 "
NA,0,10,256,9.6,600,NA,NA,"09-May-2007 "
NA,0,10,256,11.2,700,NA,NA,"09-May-2007 "
NA,0,10,512,11.2,700,NA,NA,"01-Jun-2006 "
800,2048,15,NA,34.1,1067,24,19,"02-Jun-2015 "
NA,0,10,512,NA,NA,NA,NA,"01-Jun-2006 "
NA,0,19,NA,25.6,800,24,13,"04-Jun-2014 "
NA,1024,20,NA,25.6,800,24,13,"30-Jun-2014 "
847,2048,15,NA,29.9,933,8,7,"06-May-2015 "
NA,4096,35,NA,29.9,933,24,16,"30-Jun-2014 "
800,2048,35,NA,34.1,1067,24,19,"02-Jun-2015 "
NA,4096,20,NA,25.6,800,24,13,"30-Jun-2014 "
NA,4096,35,NA,29.9,933,16,10,"30-Jun-2014 "
NA,1024,5,NA,10.7,667,8,4,"29-Apr-2014 "
NA,4096,20,NA,25.6,800,16,8,"30-Jun-2014 "
NA,4096,20,NA,25.6,800,16,9,"30-Jun-2014 "
NA,2048,15,NA,14.9,933,8,6,"30-Jun-2014 "
NA,2048,15,NA,12.8,800,8,5,"29-Apr-2014 "
NA,1024,17,NA,25.6,800,8,4,"30-Jun-2014 "
NA,0,15,NA,12.8,800,8,6,"06-May-2015 "
NA,2048,15,NA,12.8,800,8,4,"29-Apr-2014 "
NA,1024,4,NA,8.5,533,8,2,"29-Apr-2014 "
NA,1024,17,NA,25.6,800,8,4,"30-Jun-2014 "
NA,2048,15,NA,14.9,933,8,6,"29-Apr-2014 "
NA,2048,5,NA,10.7,667,8,3,"29-Apr-2014 "
NA,1024,10,NA,10.7,667,8,3,"29-Apr-2014 "
NA,0,85,2048,86.4,1800,48,54,"03-Jun-2015 "
NA,0,50,NA,16,1000,48,37,"01-Aug-2013 "
NA,0,50,NA,16,1000,48,35,"01-Aug-2013 "
533,NA,NA,2048,21.3,667,24,30,"23-May-2013 "
720,4352,50,2048,25.6,800,40,29,"01-Aug-2013 "
NA,0,50,NA,16,1000,40,39,"01-Aug-2013 "
NA,0,NA,NA,28.8,900,NA,NA,"01-May-2012 "
NA,0,NA,NA,28.8,900,NA,NA,"01-May-2012 "
NA,0,50,1024,16,1000,28,23,"01-Aug-2013 "
NA,0,NA,1024,25.6,800,NA,NA,"01-Jun-2012 "
NA,0,NA,NA,28.8,900,36,24,"15-May-2012 "
NA,0,NA,1024,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,NA,28.8,900,NA,NA,"01-May-2012 "
NA,0,NA,NA,25.6,800,NA,NA,"01-Jun-2012 "
NA,0,NA,NA,28.8,900,NA,NA,"01-Feb-2012 "
NA,0,NA,1024,28.8,900,NA,NA,"01-Jun-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,1024,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,NA,21.3,667,NA,NA,"14-Jun-2011 "
NA,0,40,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,512,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,1024,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,35,NA,25.6,800,16,8,"15-May-2012 "
NA,0,35,NA,NA,NA,16,6,"14-Jun-2011 "
NA,0,25,NA,21.3,667,NA,NA,"01-May-2012 "
NA,0,19,NA,21.3,667,NA,NA,"01-Sep-2012 "
NA,0,17,NA,21.3,667,NA,NA,"01-Sep-2012 "
NA,0,17,NA,21.3,667,NA,NA,"01-May-2012 "
NA,0,35,NA,25.6,800,NA,NA,"12-Mar-2013 "
NA,0,NA,NA,NA,NA,16,9,"01-May-2013 "
NA,0,35,NA,25.6,800,NA,NA,"01-Jun-2012 "
NA,0,35,NA,25.6,800,NA,NA,"01-Jun-2012 "
NA,0,35,NA,25.6,800,8,6,"12-Mar-2013 "
NA,0,35,NA,25.6,800,NA,NA,"12-Mar-2013 "
NA,0,NA,NA,NA,NA,NA,NA,"03-Mar-2009 "
NA,0,NA,NA,NA,NA,NA,NA,"03-Mar-2009 "
NA,0,NA,NA,NA,NA,NA,NA,"14-Jun-2011 "
NA,0,NA,1024,25.6,800,NA,NA,"09-Jan-2009 "
NA,0,12,512,11.2,700,NA,NA,"01-Jan-2010 "
NA,0,20,512,25.6,800,NA,NA,"09-Jan-2009 "
NA,0,55,1024,54.4,850,NA,NA,"09-Jan-2009 "
NA,0,10,512,11.2,700,NA,NA,"09-Jan-2009 "
NA,0,NA,1024,22.4,700,NA,NA,"07-Jan-2008 "
NA,0,14,512,12.8,800,NA,NA,"09-Jan-2009 "
NA,0,29,512,25.6,800,NA,NA,"09-Jan-2009 "
NA,0,12,512,9.6,600,NA,NA,"09-Jan-2009 "
NA,0,NA,NA,10.6,330,NA,NA,"01-Jan-2007 "
NA,0,NA,NA,15.2,475,NA,NA,"01-Dec-2006 "
NA,0,NA,NA,3.2,200,NA,NA,"01-Nov-2003 "
NA,0,NA,1024,64,1000,NA,NA,"01-May-2010 "
NA,0,75,NA,115.2,900,NA,NA,"12-Apr-2011 "
NA,0,NA,1024,64,1000,NA,NA,"04-Aug-2009 "
NA,0,30,1024,57.6,900,NA,NA,"13-Apr-2011 "
825,256,50,2048,72,1125,24,22,"28-Apr-2014 "
NA,0,NA,1024,51.2,800,NA,NA,"01-Mar-2010 "
NA,512,75,2048,72,1125,56,62,"16-Oct-2013 "
NA,256,50,2048,72,1125,40,31,"16-Oct-2013 "
NA,0,33,2048,64,1000,32,19,"27-Jun-2012 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Dec-2004 "
NA,0,7,512,9.6,600,NA,NA,"09-Jan-2009 "
NA,0,NA,128,4,250,NA,NA,"01-Mar-2003 "
NA,0,20,NA,14.4,900,NA,NA,"13-Apr-2011 "
NA,0,NA,64,3.2,200,NA,NA,"01-Mar-2003 "
NA,0,NA,128,4.4,275,NA,NA,"01-Feb-2004 "
NA,0,NA,512,NA,NA,NA,NA,"01-May-2010 "
NA,0,NA,NA,NA,NA,NA,NA,"01-May-2010 "
NA,0,NA,256,NA,NA,NA,NA,"10-Sep-2009 "
NA,0,NA,256,24,750,NA,NA,"14-May-2007 "
NA,0,NA,64,3.2,200,NA,NA,"01-Aug-2002 "
NA,0,NA,256,19.2,600,NA,NA,"14-May-2007 "
NA,0,NA,256,22.4,700,NA,NA,"12-Dec-2007 "
NA,0,NA,128,12.8,400,NA,NA,"01-Mar-2007 "
NA,0,NA,256,11.2,700,NA,NA,"14-May-2007 "
NA,0,55,512,54.4,850,NA,NA,"04-Jun-2008 "
NA,0,30,512,25.6,800,NA,NA,"07-Jan-2008 "
NA,0,30,512,22.4,700,NA,NA,"07-Jan-2008 "
NA,0,NA,256,8,500,NA,NA,"14-May-2007 "
NA,0,45,512,48,750,NA,NA,"04-Jun-2008 "
NA,0,12,256,12.8,800,NA,NA,"07-Jan-2008 "
NA,0,NA,256,NA,NA,NA,NA,"04-Jun-2008 "
NA,0,10,256,11.2,700,NA,NA,"25-Jul-2008 "
NA,0,12,256,11.2,700,NA,NA,"07-Jan-2008 "
NA,0,8,256,11.2,700,NA,NA,"25-Jul-2008 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Jan-2006 "
NA,0,65,512,51.2,800,NA,NA,"01-Nov-2007 "
NA,NA,130,2048,204.8,800,NA,NA,"01-Nov-2007 "
NA,0,50,512,51.2,800,NA,NA,"01-Nov-2007 "
NA,0,89,256,35.2,550,NA,NA,"01-Feb-2005 "
954,512,122,8192,160,1250,128,127,"12-Mar-2014 "
NA,0,45,512,38.4,600,NA,NA,"01-Apr-2006 "
NA,0,NA,64,2.8,350,NA,NA,"01-Sep-2006 "
NA,0,65,512,35.2,550,NA,NA,"01-Oct-2005 "
NA,0,45,512,44.8,700,NA,NA,"01-Oct-2006 "
NA,NA,200,16384,320,1250,128,254,"12-Mar-2014 "
575,NA,200,4096,192,750,64,74,"01-Jan-2011 "
954,512,122,4096,160,1250,128,127,"12-Mar-2014 "
NA,0,20,512,32,500,NA,NA,"01-Apr-2006 "
NA,0,60,1024,51.2,800,NA,NA,"02-Mar-2009 "
NA,NA,200,4096,192,750,64,79,"01-Jun-2011 "
NA,NA,150,3072,120,625,32,50,"01-May-2011 "
575,512,75,1536,72,750,56,32,"28-Jun-2011 "
590,384,35,3072,43.2,900,24,14,"05-Jan-2011 "
620,512,100,2048,96,750,64,40,"28-Jun-2011 "
753,256,35,1024,50.2,784,16,12,"15-Jun-2011 "
775,384,75,1536,60,625,32,25,"30-May-2011 "
675,384,35,2048,28.8,900,24,16,"26-Mar-2012 "
740,256,35,2048,28.8,900,16,12,"06-Jan-2011 "
672,256,35,1024,28.8,900,16,11,"06-Jan-2011 "
590,384,35,1536,43.2,900,24,14,"05-Jan-2011 "
672,256,35,2048,28.8,900,16,11,"01-Jan-2011 "
740,256,35,1024,28.8,900,16,12,"05-Jan-2011 "
600,256,23,1024,28.8,900,16,10,"05-Jan-2011 "
600,256,25,2048,28.8,900,16,10,"01-Jan-2011 "
672,256,12,1024,12.8,800,8,5,"05-Jan-2011 "
740,128,12,1024,12.8,800,8,6,"05-Jan-2011 "
585,0,75,1024,60.8,950,64,37,"01-Mar-2009 "
600,0,75,1024,64,1000,64,38,"01-Feb-2010 "
900,128,20,1024,14.4,900,8,7,"30-May-2011 "
550,0,65,1024,60.8,950,56,31,"01-Mar-2009 "
NA,NA,130,2048,121.6,950,56,62,"01-Mar-2009 "
550,0,38,1024,57.6,900,32,18,"01-Jun-2009 "
500,0,28,1024,51.2,800,32,16,"01-Jun-2009 "
NA,NA,150,2048,121.6,950,64,75,"01-Mar-2009 "
1442,2048,150,8192,256.3,2002,120,197,"01-Sep-2016 "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
550,0,23,1024,25.6,800,16,9,"01-Jun-2009 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1354,1024,75,2048,112.1,1752,40,58,"01-Nov-2016 "
625,0,14,512,12.8,800,8,5,"02-Jan-2009 "
500,0,23,1024,25.6,800,16,8,"15-Jun-2009 "
1404,2048,120,6144,192.2,2002,106,177,"01-Sep-2016 "
NA,NA,150,2048,65.3,1020,64,77,"01-Feb-2010 "
NA,0,23,1024,25.6,800,NA,NA,"08-Jan-2009 "
NA,0,45,1024,64,1000,NA,NA,"02-Mar-2009 "
450,0,12,NA,6.4,400,8,4,"01-Jan-2010 "
500,0,14,1024,25.6,800,16,8,"16-Aug-2009 "
NA,0,14,512,8,500,8,5,"01-Sep-2009 "
NA,0,14,512,11.2,700,NA,NA,"08-Jan-2009 "
NA,0,14,NA,6.4,400,NA,NA,"03-Mar-2009 "
NA,0,23,1024,NA,NA,NA,NA,"11-Feb-2009 "
575,512,100,2048,96,750,64,37,"05-Jan-2011 "
425,512,100,2048,76.8,600,44,19,"25-May-2010 "
425,NA,200,4096,153.6,600,44,37,"01-May-2010 "
535,NA,150,3072,120,625,48,51,"01-Sep-2010 "
535,384,75,1536,60,625,48,26,"03-Sep-2010 "
570,384,35,1024,40,625,24,14,"03-Sep-2010 "
NA,0,14,1024,11.2,700,NA,NA,"08-Jan-2009 "
590,384,35,3072,38.4,800,24,14,"03-Sep-2010 "
675,NA,100,3072,120,625,32,43,"01-Sep-2010 "
590,256,35,1024,25.6,800,16,9,"15-Jan-2011 "
650,256,35,1024,25.6,800,16,10,"03-Sep-2010 "
560,256,23,1024,25.6,800,16,9,"03-Sep-2010 "
675,384,50,1536,60,625,32,22,"03-Sep-2010 "
941,512,100,6144,120,1250,112,108,"12-Mar-2014 "
1556,2048,180,8192,320.3,1251,160,277,"01-Sep-2016 "
575,128,12,1024,12.8,800,8,5,"05-Jan-2011 "
500,256,23,512,25.6,800,16,8,"03-Sep-2010 "
500,128,12,512,25.6,800,8,4,"03-Sep-2010 "
1029,2048,50,4096,80,1250,40,44,"12-Mar-2014 "
606,0,14,512,12.8,800,8,5,"10-May-2012 "
876,2048,45,2048,80.2,1253,40,37,"12-Mar-2014 "
936,2048,45,4096,32,1000,40,43,"12-Mar-2014 "
1029,NA,120,4096,160.4,1253,40,88,"12-Mar-2014 "
1029,1024,33,2048,16,1001,24,27,"12-Mar-2014 "
NA,0,38,1024,57.6,900,32,18,"07-Jan-2010 "
625,128,15,2048,14.4,900,16,10,"27-Nov-2013 "
NA,0,28,1024,51.2,800,32,16,"07-Jan-2010 "
NA,0,28,1024,34.1,1066,24,11,"07-Jan-2010 "
1029,1024,33,2048,16,1001,24,27,"12-Mar-2014 "
NA,0,23,1024,34.1,1066,16,9,"10-Jan-2010 "
NA,0,23,1024,34.1,1066,16,7,"10-Jan-2010 "
850,128,33,2048,14.4,900,32,30,"27-Jan-2014 "
450,0,23,NA,21.3,667,16,7,"01-Apr-2010 "
NA,0,14,1024,25.3,790,8,4,"21-Jan-2010 "
936,2048,45,2048,32,1000,40,43,"12-Mar-2014 "
625,0,14,512,12.6,790,8,5,"10-Jan-2010 "
606,0,14,512,12.6,790,8,5,"05-Jan-2011 "
941,512,100,3072,120,1250,112,108,"12-Mar-2014 "
775,128,15,1024,14.4,900,16,15,"27-Nov-2013 "
525,0,14,512,11.2,700,8,4,"10-Jan-2010 "
719,512,100,1024,160,1250,112,81,"01-Apr-2013 "
720,512,100,4096,115.2,900,112,81,"05-Jun-2012 "
600,512,100,2048,115.2,900,80,48,"01-Oct-2012 "
719,512,122,2048,160,1250,128,92,"23-Oct-2012 "
NA,NA,200,4096,230.4,900,112,161,"01-Jun-2012 "
620,512,100,2048,96,750,64,40,"22-Mar-2012 "
NA,NA,200,4096,192,750,64,79,"22-Mar-2012 "
1029,2048,60,2048,80.2,1253,40,44,"12-Mar-2014 "
NA,NA,150,6144,134.4,700,80,96,"01-Oct-2012 "
606,0,14,1024,10.7,667,8,5,"10-Jan-2010 "
598,512,75,1536,72,750,56,33,"22-Mar-2012 "
598,512,75,3072,72,750,NA,NA,"01-Mar-2012 "
601,384,75,3072,67.2,700,80,48,"01-Oct-2012 "
835,256,50,2048,64,1000,32,30,"22-Mar-2012 "
745,NA,90,4096,128,1000,32,48,"22-Mar-2012 "
900,256,45,1024,80.3,1254,32,29,"12-Jul-2012 "
710,256,32,2048,28.8,900,32,23,"01-Oct-2012 "
753,256,32,2048,50.2,785,16,12,"05-May-2012 "
500,256,20,1024,28.8,900,32,16,"22-Mar-2012 "
850,256,45,1024,28.8,900,32,27,"22-Mar-2012 "
625,256,32,2048,28.8,900,32,20,"22-Mar-2012 "
650,384,35,2048,28.8,900,24,16,"06-Mar-2012 "
660,256,33,1024,28.8,900,16,11,"22-Mar-2012 "
660,256,33,1024,28.8,900,16,11,"22-Mar-2012 "
625,128,15,2048,14.4,900,16,10,"01-Oct-2012 "
660,256,25,1024,28.8,900,16,11,"23-Aug-2012 "
672,256,35,2048,28.8,900,16,11,"22-Mar-2012 "
625,128,15,1024,14.4,900,16,10,"22-Mar-2012 "
800,128,20,2048,12.8,800,8,7,"07-Dec-2011 "
800,256,33,2048,57.6,900,16,13,"22-Mar-2012 "
1082,1024,25,2048,14.4,900,16,18,"12-Mar-2014 "
900,128,20,1024,14.4,900,8,7,"01-Dec-2011 "
625,128,12,1024,14.4,900,8,5,"01-Dec-2011 "
672,256,12,1024,14.4,900,8,5,"01-Dec-2011 "
NA,NA,200,8192,320,1250,128,204,"30-May-2013 "
771,512,122,4096,160,1250,128,102,"30-May-2013 "
NA,NA,150,4096,192,1000,80,130,"30-May-2013 "
811,384,75,3072,96.2,1002,80,65,"30-May-2013 "
675,384,35,2048,28.8,900,24,16,"06-Mar-2012 "
797,NA,125,4096,128,1000,64,110,"30-May-2013 "
719,512,100,2048,115.2,900,112,81,"08-Nov-2013 "
628,NA,100,4096,128,1000,64,84,"30-May-2013 "
850,256,65,2048,64.1,1002,64,54,"30-May-2013 "
980,NA,100,4096,172.8,1350,32,63,"25-Jun-2013 "
628,256,55,2048,64.1,1002,64,42,"30-May-2013 "
967,256,50,2048,28.8,900,32,37,"09-Jan-2013 "
926,256,50,2048,80.2,1253,32,30,"08-Nov-2013 "
967,NA,80,4096,160,1250,32,62,"01-Apr-2013 "
967,256,50,2048,28.8,900,32,37,"09-Jan-2013 "
941,256,50,2048,64,1000,32,34,"09-Jan-2013 "
837,256,45,2048,28.8,900,32,33,"01-Apr-2013 "
810,256,45,2048,28.8,900,32,29,"01-Apr-2013 "
837,256,45,2048,28.8,900,32,27,"01-Apr-2013 "
